u.nom_usuario;m.tit_musica;r.nota_avaliacao;r.data_avaliacao
[Adriana Cunha];[Ticket To Ride];5;2025-07-06
[Adriana Cunha];[Til Kingdom Come];8;2023-03-20
[Adriana Cunha];[Time Passes Slowly];5;2021-02-05
[Adriana Cunha];[Time Will Tell];5;2023-06-20
[Adriana Cunha];[Tired];6;2021-08-13
[Adriana Cunha];[Titanium];5;2021-11-30
[Adriana Cunha];[To Germany With Love];5;2020-08-02
[Adriana Cunha];[To Go Beyond (II)];5;2024-05-07
[Adriana Cunha];[To Know You Is To Love You];5;2021-10-19
[Adriana Cunha];[To Ramona];5;2025-11-23
[Adriana Cunha];[To Where The Skies Are Blue];9;2025-03-15
[Adriana Cunha];[Tombstone Blues];5;2025-10-19
[Adriana Cunha];[Tomorrow];8;2025-09-26
[Adriana Cunha];[Tomorrow Morning];8;2024-06-30
[Adriana Cunha];[Too Marvelous for Words];6;2024-02-14
[Adriana Cunha];[Too Much Heaven];5;2021-08-16
[Adriana Cunha];[Touch Me In The Morning];9;2022-08-02
[Adriana Cunha];[Touch The Sky];10;2021-05-31
[Adriana Cunha];[Tourette's];10;2024-03-25
[Adriana Cunha];[Toys in the Attic];9;2023-03-14
[Adriana Cunha];[Train Kept a Rollin'];5;2022-11-28
[Adriana Cunha];[Traitor];5;2022-08-05
[Adriana Cunha];[Trans-Atlantic Drawl];6;2026-01-06
[Adriana Cunha];[Transylvania];10;2021-03-03
[Adriana Cunha];[Trapped Under Ice];5;2022-06-21
[Adriana Cunha];[Travessia];7;2025-09-28
[Adriana Cunha];[Treefingers];5;2022-09-09
[Adriana Cunha];[Trip Hoppin'];5;2025-02-09
[Adriana Cunha];[Triste];5;2022-12-18
[Adriana Cunha];[Trouble];10;2023-03-19
[Adriana Cunha];[Troubled];6;2021-08-10
[Adriana Cunha];[True Love];5;2025-02-27
[Adriana Cunha];[True Love Waits];5;2022-11-20
[Adriana Cunha];[Truly];5;2023-09-21
[Adriana Cunha];[Tuesday's Gone];5;2020-08-12
[Adriana Cunha];[Turn It On Again];10;2020-09-24
[Adriana Cunha];[Turn Your Lights Down Low];5;2024-08-16
[Adriana Cunha];[Two Hearts Beat As One];8;2022-05-18
[Adriana Cunha];[Two Worlds Collide];9;2023-12-06
[Adriana Cunha];[Ultraviolence];6;2025-03-30
[Adriana Cunha];[Umbrella];5;2022-02-14
[Adriana Cunha];[Una Mujer];5;2021-06-02
[Adriana Cunha];[Uncle Arthur];5;2025-12-30
[Adriana Cunha];[Under Attack];9;2023-09-10
[Adriana Cunha];[Under Pressure];9;2024-11-29
[Adriana Cunha];[Undiscovered];9;2025-02-20
[Adriana Cunha];[Unfaithful];5;2020-08-16
[Adriana Cunha];[Uns Versos];6;2023-10-14
[Adriana Cunha];[Until It Sleeps];6;2023-10-20
[Adriana Cunha];[Until You're Mine];5;2022-08-03
[Adriana Cunha];[Until the End of Time];9;2023-07-10
[Adriana Cunha];[Untitled 1];5;2022-03-21
[Adriana Cunha];[Unwanted];10;2025-06-12
[Adriana Cunha];[Up From The Skies];5;2022-07-25
[Adriana Cunha];[Up in Flames];9;2025-11-12
[Adriana Cunha];[Upside Down];5;2024-06-16
[Adriana Cunha];[Ur So Gay];8;2021-05-16
[Adriana Cunha];[Us and Them];10;2024-06-21
[Adriana Cunha];[Used To Love Her];5;2022-09-29
[Adriana Cunha];[Valleys of Neptune];9;2021-05-08
[Adriana Cunha];[Vegetable];10;2021-07-19
[Adriana Cunha];[Velvet];9;2025-12-19
[Adriana Cunha];[Victim of Love];9;2022-03-07
[Adriana Cunha];[Video Phone];5;2021-07-01
[Adriana Cunha];[Violent Crimes];6;2022-06-10
[Adriana Cunha];[Vision of Love];5;2021-06-27
[Adriana Cunha];[Viva Las Vegas];9;2022-11-24
[Adriana Cunha];[Viva la Vida];5;2025-01-17
[Adriana Cunha];[Wait Until Tomorrow];9;2020-10-17
[Adriana Cunha];[Waiting In Vain];10;2021-02-14
[Adriana Cunha];[Wake Up Alone];8;2025-01-19
[Adriana Cunha];[Wake Up And Live];9;2023-08-13
[Adriana Cunha];[Wake Up Mr. West];9;2021-09-03
[Adriana Cunha];[Walk On];5;2025-07-14
[Adriana Cunha];[Walk This Way];5;2023-06-25
[Adriana Cunha];[Walk of Life];8;2022-11-18
[Adriana Cunha];[Walkabout];6;2022-06-13
[Adriana Cunha];[Walkin' the Dog];8;2022-07-17
[Adriana Cunha];[Walking on Air];5;2021-09-26
[Adriana Cunha];[Wanksta];5;2021-10-03
[Adriana Cunha];[Want More];5;2023-01-14
[Adriana Cunha];[Want To];5;2024-04-20
[Adriana Cunha];[Wanted Dead or Alive];5;2020-10-31
[Adriana Cunha];[Warning Sign];7;2025-12-17
[Adriana Cunha];[Warszawa];5;2023-11-15
[Adriana Cunha];[Wasted Years];5;2023-12-08
[Adriana Cunha];[Watching the River Flow];5;2025-09-09
[Adriana Cunha];[Water Shows the Hidden Heart];10;2025-04-06
[Adriana Cunha];[Water Under The Bridge];5;2021-09-23
[Adriana Cunha];[Waterloo];5;2023-12-07
[Adriana Cunha];[Wayfarer];10;2023-07-21
[Adriana Cunha];[We Are the Champions];6;2022-10-01
[Adriana Cunha];[We Belong Together];6;2023-12-06
[Adriana Cunha];[We Don't Care];6;2022-03-09
[Adriana Cunha];[We Gotta Live Together];5;2021-08-16
[Adriana Cunha];[We Major];10;2022-10-28
[Adriana Cunha];[We Ride];10;2022-10-09
[Adriana Cunha];[We Shall All Bleed];8;2021-01-21
[Adriana Cunha];[We Suck Young Blood];8;2020-09-03
[Adriana Cunha];[We Want the Airwaves];8;2023-03-11
[Adriana Cunha];[We're Going To Be Friends];5;2025-02-05
[Adriana Cunha];[Weekend Warrior];5;2024-09-15
[Adriana Cunha];[Weird Fishes/Arpeggi];8;2021-01-02
[Adriana Cunha];[Welcome To Heartbreak];10;2025-02-10
[Adriana Cunha];[Welcome To Hollywood];8;2022-08-24
[Adriana Cunha];[Well Enough Alone];8;2020-08-31
[Adriana Cunha];[West Coast];5;2023-07-15
[Adriana Cunha];[Whale Song];5;2020-11-22
[Adriana Cunha];[What Do I Do With My Heart];5;2021-05-19
[Adriana Cunha];[What Goes Around Comes Around];5;2025-05-30
[Adriana Cunha];[What Goes Around...Comes Around];5;2021-07-11
[Adriana Cunha];[What If];8;2021-05-26
[Adriana Cunha];[What Is It About Men];5;2024-11-17
[Adriana Cunha];[What Is This Thing Called Love];10;2021-04-10
[Adriana Cunha];[What It Takes];5;2024-02-08
[Adriana Cunha];[What Now];5;2024-06-30
[Adriana Cunha];[What Up Gangsta];5;2023-05-30
[Adriana Cunha];[What You Thought You Need];5;2022-02-06
[Adriana Cunha];[What the Hell];5;2023-07-17
[Adriana Cunha];[Whatever Happens];9;2023-07-12
[Adriana Cunha];[When All Is Said and Done];7;2024-07-22
[Adriana Cunha];[When I Fall in Love];5;2024-02-11
[Adriana Cunha];[When I Live My Dream];5;2023-08-22
[Adriana Cunha];[When Love Takes Over];5;2025-12-16
[Adriana Cunha];[When Tomorrow Comes];6;2021-11-19
[Adriana Cunha];[When Two Worlds Collide];8;2023-01-06
[Adriana Cunha];[When We Were Young];5;2021-01-15
[Adriana Cunha];[When You Believe];10;2021-09-24
[Adriana Cunha];[When You Really Love Someone];7;2023-06-17
[Adriana Cunha];[When You're Gone];5;2025-01-08
[Adriana Cunha];[When You're Smiling];5;2025-03-11
[Adriana Cunha];[When the Levee Breaks];5;2022-06-16
[Adriana Cunha];[When the Saints Go Marching In];5;2021-01-05
[Adriana Cunha];[Where Are We Now?];5;2022-02-07
[Adriana Cunha];[Where Did It All Go Wrong?];5;2021-09-20
[Adriana Cunha];[Where Did You Sleep Last Night];9;2021-01-20
[Adriana Cunha];[Where Does My Heart Beat Now];5;2025-09-09
[Adriana Cunha];[Where The Wild Things Are];8;2023-01-30
[Adriana Cunha];[Where the Streets Have No Name];5;2021-03-15
[Adriana Cunha];[White Dress];7;2021-02-22
[Adriana Cunha];[White Is In The Winter Night];5;2023-02-23
[Adriana Cunha];[White Shadows];7;2021-05-15
[Adriana Cunha];[Who Feels Love?];5;2022-12-24
[Adriana Cunha];[Who Knows];5;2025-03-19
[Adriana Cunha];[Who Needs You];9;2025-08-13
[Adriana Cunha];[Who Wants to Live Forever];6;2023-03-04
[Adriana Cunha];[Who's Gonna Ride Your Wild Horses];5;2025-08-13
[Adriana Cunha];[Who's That Girl];10;2025-07-13
[Adriana Cunha];[Who's That Girl?];5;2024-10-08
[Adriana Cunha];[Whole Lotta Love];5;2025-11-29
[Adriana Cunha];[Why Do I Feel So Sad];5;2020-11-14
[Adriana Cunha];[Why I Sing The Blues];5;2023-06-17
[Adriana Cunha];[Why Worry];6;2022-06-01
[Adriana Cunha];[Wide Awake];8;2025-09-05
[Adriana Cunha];[Wigwam];9;2022-07-13
[Adriana Cunha];[Wild Boys];5;2025-10-04
[Adriana Cunha];[Wild Honey];5;2020-10-29
[Adriana Cunha];[Wild Is the Wind];5;2023-11-14
[Adriana Cunha];[Will You Marry Me];7;2023-12-29
[Adriana Cunha];[Willie And The Hand Jive];6;2022-04-02
[Adriana Cunha];[Willows On The Water];7;2021-06-10
[Adriana Cunha];[Window In The Skies];5;2021-05-16
[Adriana Cunha];[Wishing It Was];5;2022-11-18
[Adriana Cunha];[With This Love];7;2021-01-08
[Adriana Cunha];[With or Without You];5;2025-03-10
[Adriana Cunha];[Without Love];5;2021-12-12
[Adriana Cunha];[Witness];5;2020-08-21
[Adriana Cunha];[Woman of the World];5;2022-09-16
[Adriana Cunha];[Wonder What's Next];7;2025-08-25
[Adriana Cunha];[Wonderful Tonight];8;2021-12-15
[Adriana Cunha];[Wonderwall];6;2024-12-20
[Adriana Cunha];[Woo];5;2021-11-29
[Adriana Cunha];[Work It Out];10;2024-05-28
[Adriana Cunha];[Workout Plan];9;2024-01-12
[Adriana Cunha];[Worried Life Blues];5;2023-12-20
[Adriana Cunha];[Wreckless Love];10;2021-05-12
[Adriana Cunha];[Write Me a Letter];8;2024-02-13
[Adriana Cunha];[Wrong Turn];5;2022-07-22
[Adriana Cunha];[X & Y];9;2025-10-09
[Adriana Cunha];[XO];5;2023-01-11
[Adriana Cunha];[Xica Da Silva];5;2021-01-08
[Adriana Cunha];[Yayo];7;2024-07-18
[Adriana Cunha];[Yes];5;2023-11-07
[Adriana Cunha];[Yesterday Once More];5;2024-11-13
[Adriana Cunha];[Yesterdays];5;2024-08-14
[Adriana Cunha];[You Ain't Goin' Nowhere];9;2024-05-26
[Adriana Cunha];[You Ain't Seen Nothin' Yet];10;2023-02-17
[Adriana Cunha];[You And Your Heart];8;2026-01-05
[Adriana Cunha];[You Are];5;2023-09-30
[Adriana Cunha];[You Are Not Alone];5;2021-10-02
[Adriana Cunha];[You Are The Music];10;2021-12-14
[Adriana Cunha];[You Are What You Are (Beautiful)];8;2022-05-10
[Adriana Cunha];[You Can Call Me Al];6;2021-04-02
[Adriana Cunha];[You Could Be Mine];7;2024-02-03
[Adriana Cunha];[You Don't Love Me (No];5;2026-01-07
[Adriana Cunha];[You Done Lost Your Good Thing Now];10;2020-08-15
[Adriana Cunha];[You Give Good Love];5;2024-10-22
[Adriana Cunha];[You Got Me Floatin'];10;2023-03-13
[Adriana Cunha];[You Know I'm No Good];5;2025-03-22
[Adriana Cunha];[You Learn];5;2025-05-12
[Adriana Cunha];[You Make It Real];6;2020-10-24
[Adriana Cunha];[You Oughta Know];6;2021-06-10
[Adriana Cunha];[You Rock My World];5;2024-10-02
[Adriana Cunha];[You Shook Me];8;2024-03-05
[Adriana Cunha];[You Should Be Dancing];5;2024-10-05
[Adriana Cunha];[You Wear It Well];10;2022-11-22
[Adriana Cunha];[You Win Again];10;2024-12-13
[Adriana Cunha];[You'll Be In My Heart];5;2024-09-03
[Adriana Cunha];[You're Crazy];8;2025-06-10
[Adriana Cunha];[You're No Different];5;2025-08-26
[Adriana Cunha];[You're No Good];5;2023-08-01
[Adriana Cunha];[You're Wondering Now];10;2025-01-31
[Adriana Cunha];[You've Got a Friend];5;2020-08-11
[Adriana Cunha];[Young At Heart];7;2024-07-05
[Adriana Cunha];[Young Lust];5;2022-04-28
[Adriana Cunha];[Young Turks];5;2025-02-08
[Adriana Cunha];[Young and Beautiful];5;2024-12-11
[Adriana Cunha];[Your Latest Trick];10;2021-11-02
[Adriana Cunha];[Your Possible Pasts];7;2024-08-25
[Adriana Cunha];[Your Smiling Face];5;2022-03-02
[Adriana Cunha];[Your Time Is Gonna Come];6;2021-07-08
[Adriana Cunha];[Your Time Will Come];5;2022-06-22
[Adriana Cunha];[Ziggy Stardust];5;2021-08-19
[Adriana Cunha];[Zimbabwe];5;2023-05-26
[Adriana Cunha];[Zion];5;2024-03-12
[Adriana Cunha];[Zion Train];6;2025-05-07
[Adriana Cunha];[Zither];5;2022-11-22
[Alexandre Cunha];[ gua de Beber];5;2023-11-30
[Alexandre Cunha];[(Da Le) Yaleo];5;2022-06-07
[Alexandre Cunha];[(Get Off Your) High Horse Lady];5;2024-04-24
[Alexandre Cunha];[(Get Your Kicks On) Route 66];5;2022-02-08
[Alexandre Cunha];[(I Won't) Pay Your Price];5;2024-08-26
[Alexandre Cunha];[(I) Get Lost];5;2022-08-03
[Alexandre Cunha];[(It's Good) To Be Free];5;2022-01-24
[Alexandre Cunha];[(Let Me Be Your) Teddy Bear];8;2025-06-27
[Alexandre Cunha];[(Nice Dream)];10;2024-06-13
[Alexandre Cunha];[1+1];5;2021-02-07
[Alexandre Cunha];[1.36];5;2025-05-29
[Alexandre Cunha];[11 O'Clock Tick Tock];5;2022-05-23
[Alexandre Cunha];[14 Years];8;2025-06-17
[Alexandre Cunha];[2];10;2021-11-14
[Alexandre Cunha];[2 + 2 = 5];5;2024-04-29
[Alexandre Cunha];[2 + 2 = 5 (Live At Earls Court)];10;2024-03-25
[Alexandre Cunha];[2 A.M.];5;2020-08-11
[Alexandre Cunha];[2 Bad];5;2022-04-28
[Alexandre Cunha];[21st Century];9;2023-11-03
[Alexandre Cunha];[4 Minutes];6;2025-11-14
[Alexandre Cunha];[400 Years];9;2022-02-09
[Alexandre Cunha];[A Day Without Me];5;2025-05-21
[Alexandre Cunha];[A Flight and a Crash];6;2021-08-29
[Alexandre Cunha];[A Girl Like Me];6;2025-07-09
[Alexandre Cunha];[A Groovy Kind Of Love];5;2022-10-11
[Alexandre Cunha];[A Little Less Conversation];5;2024-03-28
[Alexandre Cunha];[A Man and a Woman];5;2024-05-28
[Alexandre Cunha];[A Million Miles Away];9;2022-07-02
[Alexandre Cunha];[A Moment Lost];7;2024-10-30
[Alexandre Cunha];[A New Day Has Come];5;2021-01-16
[Alexandre Cunha];[A Punch Up At A Wedding];5;2022-12-27
[Alexandre Cunha];[A Rush of Blood to the Head];9;2024-10-14
[Alexandre Cunha];[A Saucerful of Secrets];7;2025-06-06
[Alexandre Cunha];[A Wish For Something More];5;2024-10-18
[Alexandre Cunha];[ACDC];7;2024-12-09
[Alexandre Cunha];[Absolutely Sweet Marie];8;2024-02-22
[Alexandre Cunha];[Ace of Spades];7;2025-10-13
[Alexandre Cunha];[Aces High];10;2023-04-27
[Alexandre Cunha];[Acquiesce];5;2025-08-17
[Alexandre Cunha];[Adeste];5;2024-02-16
[Alexandre Cunha];[Adonai];6;2025-08-30
[Alexandre Cunha];[Aero Zeppelin];6;2022-12-01
[Alexandre Cunha];[Aeroplane];8;2025-08-15
[Alexandre Cunha];[Africa Bamba];5;2021-04-05
[Alexandre Cunha];[Africa Unite];9;2023-09-08
[Alexandre Cunha];[After Midnight];10;2022-09-08
[Alexandre Cunha];[Again];5;2022-09-27
[Alexandre Cunha];[Against All Odds];5;2025-10-27
[Alexandre Cunha];[Against All Odds (Take a Look at Me Now)];5;2021-12-09
[Alexandre Cunha];[Ain't Got Nothin'];5;2025-07-31
[Alexandre Cunha];[Ain't Misbehavin'];10;2023-04-22
[Alexandre Cunha];[Ain't My Bitch];8;2024-08-26
[Alexandre Cunha];[Ain't No Other Man];5;2023-03-16
[Alexandre Cunha];[Ain't That a Bitch];5;2021-03-19
[Alexandre Cunha];[Airbag];9;2021-09-15
[Alexandre Cunha];[Alberta];6;2024-12-10
[Alexandre Cunha];[Aldebaran];7;2023-06-26
[Alexandre Cunha];[Alejandro];9;2021-12-13
[Alexandre Cunha];[Alexander the Great];5;2024-07-03
[Alexandre Cunha];[Alive];9;2023-10-28
[Alexandre Cunha];[All Along the Watchtower];9;2023-07-22
[Alexandre Cunha];[All Around the World];9;2021-03-01
[Alexandre Cunha];[All At Once];6;2025-11-21
[Alexandre Cunha];[All Day];9;2023-04-07
[Alexandre Cunha];[All In One];10;2020-08-05
[Alexandre Cunha];[All My Love];6;2022-10-01
[Alexandre Cunha];[All My Tomorrows];5;2021-01-04
[Alexandre Cunha];[All Night Long (All Night)];7;2021-01-25
[Alexandre Cunha];[All She Wants Is];5;2021-04-15
[Alexandre Cunha];[All Shook Up];5;2021-10-15
[Alexandre Cunha];[All The Way];9;2024-05-13
[Alexandre Cunha];[All Those Yesterdays];9;2024-01-06
[Alexandre Cunha];[All You Get From Love Is A Love Song];5;2024-10-08
[Alexandre Cunha];[All Your Friends];10;2024-01-21
[Alexandre Cunha];[All by Myself];5;2021-12-02
[Alexandre Cunha];[Almost Like Being In Love];5;2024-08-19
[Alexandre Cunha];[Always Be My Baby];5;2021-06-09
[Alexandre Cunha];[Always On My Mind];10;2021-08-31
[Alexandre Cunha];[Always on My Mind];9;2021-08-21
[Alexandre Cunha];[Always on the Run];7;2022-10-09
[Alexandre Cunha];[Am I Evil?];8;2023-10-30
[Alexandre Cunha];[Amazing];5;2024-06-10
[Alexandre Cunha];[American];9;2023-05-14
[Alexandre Cunha];[Amid the Falling Snow];5;2020-11-14
[Alexandre Cunha];[Amsterdam];5;2025-04-21
[Alexandre Cunha];[An American Trilogy];5;2025-06-03
[Alexandre Cunha];[An Cat Dubh];5;2023-10-25
[Alexandre Cunha];[Aneurysm];5;2021-09-02
[Alexandre Cunha];[Angel of Harlem];8;2023-01-14
[Alexandre Cunha];[Angeleyes];10;2022-06-12
[Alexandre Cunha];[Anything Goes];10;2022-06-20
[Alexandre Cunha];[Arc];5;2022-06-03
[Alexandre Cunha];[Are You Gonna Go My Way];5;2025-09-19
[Alexandre Cunha];[Are You Lonesome Tonight];8;2021-07-23
[Alexandre Cunha];[Are You Ready];10;2025-04-04
[Alexandre Cunha];[Arise];6;2025-11-24
[Alexandre Cunha];[Arnold Layne];5;2021-11-11
[Alexandre Cunha];[Around the Bend];5;2025-09-10
[Alexandre Cunha];[As I Am (Intro)];8;2025-12-08
[Alexandre Cunha];[As Words To Bullets];5;2025-11-02
[Alexandre Cunha];[Astro Man];5;2024-07-30
[Alexandre Cunha];[Astrosapiens];5;2021-12-20
[Alexandre Cunha];[Athair Ar Neamh];10;2025-09-02
[Alexandre Cunha];[Atom Bomb];9;2020-11-11
[Alexandre Cunha];[Avant Garden];10;2022-07-22
[Alexandre Cunha];[Ave Maria];5;2021-07-03
[Alexandre Cunha];[Baba];9;2020-12-27
[Alexandre Cunha];[Baby];5;2025-10-21
[Alexandre Cunha];[Baby];5;2022-05-25
[Alexandre Cunha];[Baby Jane];5;2024-08-10
[Alexandre Cunha];[Baby Let's Play House];5;2024-02-25
[Alexandre Cunha];[Back Back Train];7;2021-09-09
[Alexandre Cunha];[Back Off Boogaloo];10;2023-09-09
[Alexandre Cunha];[Back in Black];5;2025-03-08
[Alexandre Cunha];[Back in Business];5;2025-08-01
[Alexandre Cunha];[Back in the Day];8;2021-04-19
[Alexandre Cunha];[Bad];5;2023-04-28
[Alexandre Cunha];[Bad];5;2020-12-27
[Alexandre Cunha];[Bad Apples];6;2022-07-09
[Alexandre Cunha];[Bad Card];5;2023-02-20
[Alexandre Cunha];[Bad Love];5;2024-03-08
[Alexandre Cunha];[Ballad of Hollis Brown];5;2025-03-18
[Alexandre Cunha];[Ballerina Girl];5;2021-07-06
[Alexandre Cunha];[Banana Pancakes];5;2024-10-06
[Alexandre Cunha];[Bang-A-Boomerang];8;2025-05-18
[Alexandre Cunha];[Bard Dance];10;2022-03-15
[Alexandre Cunha];[Battery];7;2023-05-12
[Alexandre Cunha];[Be The One];5;2023-05-25
[Alexandre Cunha];[Beat on the Brat];5;2025-01-12
[Alexandre Cunha];[Beautiful Day];7;2022-06-17
[Alexandre Cunha];[Beautiful Stranger];5;2020-11-07
[Alexandre Cunha];[Bed Of Roses];5;2022-11-27
[Alexandre Cunha];[Bedtime Story];9;2024-05-22
[Alexandre Cunha];[Before Night Falls];5;2021-07-29
[Alexandre Cunha];[Before You Accuse Me];5;2022-01-25
[Alexandre Cunha];[Before You Accuse Me (Take a Look at Yourself)];6;2025-05-29
[Alexandre Cunha];[Being Boring];5;2020-08-07
[Alexandre Cunha];[Bel Air];8;2025-07-28
[Alexandre Cunha];[Belle];10;2024-05-07
[Alexandre Cunha];[Ben];5;2024-10-19
[Alexandre Cunha];[Bermuda];5;2020-10-26
[Alexandre Cunha];[Better Man];8;2020-12-07
[Alexandre Cunha];[Better Together];5;2023-07-19
[Alexandre Cunha];[Bewildered];8;2020-09-20
[Alexandre Cunha];[Big Balls];10;2023-08-02
[Alexandre Cunha];[Big Gun];5;2024-03-15
[Alexandre Cunha];[Big In Japan];5;2022-08-07
[Alexandre Cunha];[Big Ten Inch Record];5;2024-06-06
[Alexandre Cunha];[Big Time];5;2024-03-26
[Alexandre Cunha];[Bigger Stronger];10;2022-03-18
[Alexandre Cunha];[Bijou];6;2025-12-25
[Alexandre Cunha];[Bike];6;2022-12-16
[Alexandre Cunha];[Billie Jean];5;2023-07-14
[Alexandre Cunha];[Birds of Prey];10;2021-07-12
[Alexandre Cunha];[Birthday];5;2023-02-08
[Alexandre Cunha];[Birthday Cake];7;2023-12-03
[Alexandre Cunha];[Bishop's Robes];5;2021-04-08
[Alexandre Cunha];[Bite the Bullet];9;2025-02-19
[Alexandre Cunha];[Black];5;2024-11-18
[Alexandre Cunha];[Black];5;2026-01-18
[Alexandre Cunha];[Black Beauty];5;2025-06-18
[Alexandre Cunha];[Black Diamond];5;2022-08-04
[Alexandre Cunha];[Black Dog];6;2023-05-06
[Alexandre Cunha];[Black Ice];5;2024-02-26
[Alexandre Cunha];[Black Leather];5;2024-05-30
[Alexandre Cunha];[Black Magic Woman];5;2025-02-16
[Alexandre Cunha];[Black Star];9;2020-12-19
[Alexandre Cunha];[Black or White];5;2024-04-01
[Alexandre Cunha];[Blackened];9;2024-02-15
[Alexandre Cunha];[Blackman Redemption];8;2022-01-25
[Alexandre Cunha];[Blaze Of Glory];8;2025-09-01
[Alexandre Cunha];[Bleeding Heart];10;2024-08-07
[Alexandre Cunha];[Bleeding Me];9;2023-11-23
[Alexandre Cunha];[Blitzkrieg];8;2024-09-21
[Alexandre Cunha];[Blitzkrieg Bop];5;2020-12-12
[Alexandre Cunha];[Bloom];6;2024-03-14
[Alexandre Cunha];[Blue Hawaii];5;2021-09-06
[Alexandre Cunha];[Blue Jeans];10;2024-07-11
[Alexandre Cunha];[Blue Moon of Kentucky];5;2020-09-29
[Alexandre Cunha];[Blue Suede Shoes];6;2025-07-25
[Alexandre Cunha];[Blues Before Sunrise];9;2023-07-30
[Alexandre Cunha];[Boadicea];5;2023-07-08
[Alexandre Cunha];[Body Language];5;2020-10-20
[Alexandre Cunha];[Bodysnatchers];5;2025-12-30
[Alexandre Cunha];[Borderline];5;2023-09-06
[Alexandre Cunha];[Born This Way];6;2023-02-17
[Alexandre Cunha];[Born To Be My Baby];5;2022-09-26
[Alexandre Cunha];[Born Under a Bad Sign];8;2025-11-07
[Alexandre Cunha];[Born to Die];5;2023-07-06
[Alexandre Cunha];[Bossa Nova Baby];5;2021-03-17
[Alexandre Cunha];[Brain Damage];6;2022-06-10
[Alexandre Cunha];[Brainiac];5;2024-10-10
[Alexandre Cunha];[Brand New Me];10;2021-04-03
[Alexandre Cunha];[Brave New World];5;2022-01-28
[Alexandre Cunha];[Breach Birth];10;2021-05-23
[Alexandre Cunha];[Breadfan];8;2023-10-06
[Alexandre Cunha];[Break It Down Again];5;2025-04-01
[Alexandre Cunha];[Break It Off];5;2025-09-07
[Alexandre Cunha];[Break My Heart];9;2021-07-13
[Alexandre Cunha];[Break of Dawn];5;2024-12-10
[Alexandre Cunha];[Breakdown];5;2024-06-26
[Alexandre Cunha];[Breakin' All the Rules];7;2024-11-30
[Alexandre Cunha];[Breakin' Dishes];5;2021-02-28
[Alexandre Cunha];[Bring Me The Disco King];5;2020-12-08
[Alexandre Cunha];[Broadway Melody of 1974];5;2022-08-03
[Alexandre Cunha];[Broken];5;2021-04-08
[Alexandre Cunha];[Broken Strings];5;2024-09-10
[Alexandre Cunha];[Broken-Hearted Girl];10;2023-09-25
[Alexandre Cunha];[Bron-Y-Aur Stomp];5;2024-01-29
[Alexandre Cunha];[Brothers in Arms];6;2021-09-14
[Alexandre Cunha];[Bu$hleaguer];5;2025-03-23
[Alexandre Cunha];[Buckets of Rain];5;2024-07-05
